customer_id,first_order_date,subscription_flag,region,total_orders
C2014,2025-03-18,False,US-East,4.0
C2015,2024-06-05,False,US-West,5.0
C2016,2024-07-12,False,UK,6.0
C2017,2024-09-07,False,UK,6.0
C2018,2024-08-03,False,UK,2.0
C2019,2024-12-10,True,UK,5.0
C2020,2024-07-18,False,UK,5.0
C2021,2024-01-29,True,Canada,2.0
C2022,2025-02-22,False,Canada,7.0
C2023,2025-11-25,False,UK,4.0
C2024,2025-09-10,False,Canada,5.0
C2025,2025-12-07,False,UK,3.0
C2026,2024-05-08,False,Canada,6.0
C2027,2024-12-05,False,US-East,6.0
C2028,2025-08-22,False,Canada,5.0
C2029,2025-03-20,False,Canada,5.0
C2030,2024-11-11,True,US-East,3.0
C2031,2024-03-08,False,Canada,4.0
C2032,2024-11-08,False,UK,2.0
C2033,2024-07-31,False,Australia,4.0
C2034,2025-04-11,False,US-East,7.0
C2035,2024-05-08,False,Australia,1.0
C2036,2025-03-25,True,US-West,2.0
C2037,2025-11-26,True,Canada,1.0
C2038,2024-04-22,False,US-East,5.0
C2039,2025-12-16,False,Canada,6.0
C2040,2025-01-02,False,US-East,2.0
C2041,2024-01-09,False,Australia,5.0
C2042,2024-01-08,True,Australia,3.0
C2043,2025-07-20,True,US-West,3.0
C2044,2025-04-29,False,US-West,8.0
C2045,2024-04-06,True,US-East,1.0
C2046,2024-12-18,True,US-West,3.0
C2047,2024-02-26,False,Canada,3.0
C2048,2025-02-21,True,Canada,8.0
C2049,2025-04-15,True,Australia,7.0
C2050,2025-01-17,False,US-West,5.0
C2051,2025-11-09,False,Australia,4.0
C2052,2025-06-30,False,Canada,3.0
C2053,2024-02-19,True,US-West,0.0
C2054,2024-02-12,False,US-West,5.0
C2055,2025-10-15,False,US-East,6.0
C2056,2025-05-12,False,US-West,7.0
C2057,2024-12-13,False,Australia,4.0
C2058,2025-06-16,True,US-East,6.0
C2059,2025-07-25,False,UK,5.0
C2060,2024-12-19,False,UK,7.0
C2061,2024-08-14,False,US-East,4.0
C2062,2025-12-26,False,Australia,8.0
C2063,2025-03-04,False,US-West,2.0
C2064,2024-10-01,False,US-West,6.0
C2065,2024-11-28,False,US-East,4.0
C2066,2025-02-24,True,US-West,9.0
C2067,2025-02-15,True,US-East,3.0
C2068,2025-05-09,False,US-West,5.0
C2069,2024-01-28,False,US-East,3.0
C2070,2024-08-26,False,Canada,6.0
C2071,2025-05-21,True,Australia,2.0
C2072,2024-06-14,False,Canada,4.0
C2073,2025-01-14,False,Australia,3.0
C2074,2025-05-22,False,Canada,4.0
C2075,2024-03-05,False,Canada,7.0
C2076,2024-04-18,False,US-East,7.0
C2077,2024-03-14,True,US-East,5.0
C2078,2024-06-04,False,UK,5.0
C2079,2024-10-16,False,Australia,7.0
C2080,2025-07-05,False,Canada,3.0
C2081,2025-12-03,False,US-East,7.0
C2082,2025-01-14,False,Canada,3.0
C2083,2024-04-03,True,UK,4.0
C2084,2025-04-08,False,Australia,5.0
C2085,2024-01-01,False,US-West,8.0
C2086,2024-04-14,True,US-West,5.0
C2087,2024-04-02,False,Australia,3.0
C2088,2024-05-21,False,US-East,1.0
C2089,2024-05-12,False,US-East,2.0
C2090,2024-11-22,True,US-East,7.0
C2091,2024-08-21,True,UK,7.0
C2092,2025-04-10,False,US-West,9.0
C2093,2025-06-19,False,US-West,4.0
C2094,2025-09-01,False,US-West,3.0
C2095,2024-06-01,False,US-West,7.0
C2096,2024-10-20,False,Canada,2.0
C2097,2024-12-07,True,Australia,4.0
C2098,2025-09-11,False,Canada,4.0
C2099,2024-10-16,False,UK,5.0
C2100,2024-08-10,True,US-East,9.0
C2101,2024-09-07,False,Australia,3.0
C2102,2025-10-03,False,UK,2.0
C2103,2024-04-20,False,UK,1.0
C2104,2025-04-07,True,US-West,3.0
C2105,2025-12-04,False,UK,7.0
C2106,2025-11-25,False,Canada,8.0
C2107,2024-01-18,False,Canada,7.0
C2108,2025-10-31,False,Canada,8.0
C2109,2025-11-03,False,UK,4.0
C2110,2025-03-18,False,US-West,6.0
C2111,2025-04-09,True,US-East,10.0
C2112,2024-11-23,False,Australia,1.0
C2113,2025-10-30,True,US-East,6.0
C2114,2024-09-09,True,Australia,10.0
C2115,2025-05-14,True,Australia,6.0
C2116,2025-10-02,False,Australia,3.0
C2117,2024-10-26,True,US-East,4.0
C2118,2024-05-17,False,UK,2.0
C2119,2024-07-15,False,UK,3.0
C2120,2024-03-08,True,Australia,6.0
C2121,2025-09-03,False,US-East,1.0
C2122,2024-03-06,False,UK,7.0
C2123,2024-10-18,False,Canada,3.0
C2124,2025-09-28,False,Australia,5.0
C2125,2024-09-19,False,Australia,5.0
C2126,2024-06-03,True,UK,3.0
C2127,2024-12-10,False,US-West,4.0
C2128,2025-04-10,True,Canada,5.0
C2129,2024-06-03,False,Australia,3.0
C2130,2024-07-12,False,Australia,4.0
C2131,2025-06-20,False,US-West,2.0
C2132,2024-07-15,True,UK,12.0
C2133,2025-02-01,False,US-East,6.0
C2134,2025-01-06,False,Australia,9.0
C2135,2025-04-06,False,UK,4.0
C2136,2025-03-31,False,US-West,3.0
C2137,2025-03-04,False,Australia,5.0
C2138,2025-12-12,True,Australia,7.0
C2139,2025-10-28,False,US-West,3.0
C2140,2024-11-15,False,UK,6.0
C2141,2024-05-19,True,US-East,9.0
C2142,2024-05-18,True,Canada,2.0
C2143,2024-06-21,False,US-West,9.0
C2144,2024-01-27,False,UK,6.0
C2145,2024-03-12,False,US-West,3.0
C2146,2024-08-06,False,Canada,9.0
C2147,2025-10-18,False,Canada,4.0
C2148,2024-02-12,False,US-West,3.0
C2149,2025-08-29,False,US-East,4.0
C2150,2025-09-30,False,US-West,10.0
C2151,2025-11-16,True,Australia,8.0
C2152,2025-01-28,False,Canada,7.0
C2153,2024-12-14,False,US-East,5.0
C2154,2025-05-05,False,UK,5.0
C2155,2025-07-29,False,Australia,0.0
C2156,2024-09-09,False,UK,9.0
C2157,2025-09-22,False,US-West,8.0
C2158,2024-11-16,False,US-East,6.0
C2159,2025-12-14,False,Canada,5.0
C2160,2025-03-17,True,Canada,6.0
C2161,2025-05-07,True,Canada,9.0
C2162,2025-10-04,True,Canada,2.0
C2163,2024-03-11,False,Australia,7.0
C2164,2025-03-10,True,Australia,9.0
C2165,2024-06-29,False,US-East,4.0
C2166,2024-09-14,True,US-East,2.0
C2167,2025-02-02,False,Australia,1.0
C2168,2024-10-15,True,US-East,6.0
C2169,2024-02-11,False,UK,4.0
C2170,2024-05-29,False,UK,4.0
C2171,2024-05-27,True,US-West,1.0
C2172,2024-02-15,False,Australia,6.0
C2173,2024-07-01,True,US-East,4.0
C2174,2024-06-19,False,Canada,3.0
C2175,2025-07-05,False,US-East,11.0
C2176,2025-09-04,False,US-West,5.0
C2177,2024-09-29,True,US-East,7.0
C2178,2025-05-08,True,Canada,6.0
C2179,2025-12-16,False,Australia,7.0
C2180,2025-06-03,False,Australia,7.0
C2181,2025-04-17,False,Australia,5.0
C2182,2025-03-13,True,US-East,7.0
C2183,2024-03-16,False,US-West,3.0
C2184,2025-03-23,False,UK,5.0
C2185,2025-09-18,True,UK,7.0
C2186,2024-11-08,False,UK,8.0
C2187,2025-01-21,False,UK,7.0
C2188,2025-10-19,True,UK,5.0
C2189,2024-09-03,False,US-East,8.0
C2190,2025-03-20,False,US-East,3.0
C2191,2025-06-27,False,US-East,2.0
C2192,2025-04-21,False,UK,7.0
C2193,2024-05-25,True,US-West,6.0
C2194,2025-10-06,False,UK,4.0
C2195,2025-07-30,False,US-West,4.0
C2196,2025-12-30,True,Australia,6.0
C2197,2025-04-21,False,UK,4.0
C2198,2024-08-13,False,UK,6.0
C2199,2024-09-27,False,Canada,5.0
C2200,2025-11-10,False,US-West,3.0
C2201,2025-05-01,False,Australia,5.0
C2202,2025-08-08,False,Australia,3.0
C2203,2025-12-06,True,US-West,1.0
C2204,2024-12-29,False,UK,4.0
C2205,2025-07-23,True,Australia,7.0
C2206,2025-08-11,True,Australia,2.0
C2207,2025-06-25,True,Canada,10.0
C2208,2024-12-28,False,Australia,0.0
C2209,2025-02-16,True,US-East,9.0
C2210,2025-12-07,False,US-West,6.0
C2211,2025-06-02,False,US-East,7.0
C2212,2024-08-12,False,US-West,3.0
C2213,2024-10-05,False,US-West,4.0
C2214,2025-11-07,True,Australia,5.0
C2215,2025-05-16,True,Canada,5.0
C2216,2025-03-16,False,UK,10.0
C2217,2025-08-03,True,US-West,3.0
C2218,2024-01-23,False,UK,1.0
C2219,2024-07-09,False,US-East,6.0
C2220,2025-07-29,False,US-West,2.0
C2221,2025-03-08,False,UK,4.0
C2222,2025-09-28,True,Australia,7.0
C2223,2025-02-22,False,Australia,5.0
C2224,2025-03-03,False,Canada,3.0
C2225,2025-08-27,False,Canada,7.0
C2226,2024-02-27,False,UK,5.0
C2227,2025-10-04,True,UK,5.0
C2228,2025-01-10,False,Australia,6.0
C2229,2024-03-04,False,US-East,4.0
C2230,2025-04-11,False,UK,8.0
C2231,2025-07-09,False,Canada,2.0
C2232,2024-05-12,False,Australia,5.0
C2233,2025-09-07,False,Canada,4.0
C2234,2024-08-19,False,UK,5.0
C2235,2025-12-04,False,UK,8.0
C2236,2024-08-12,True,Canada,4.0
C2237,2024-08-02,True,US-West,6.0
C2238,2025-04-25,True,Australia,6.0
C2239,2025-07-12,False,Australia,4.0
C2240,2025-08-06,False,US-East,8.0
C2241,2025-04-27,False,Australia,5.0
C2242,2025-12-05,False,Canada,3.0
C2243,2025-09-25,False,US-East,2.0
C2244,2025-11-12,False,US-East,7.0
C2245,2025-02-03,False,Canada,4.0
C2246,2024-06-05,False,Australia,5.0
C2247,2025-09-02,False,US-West,7.0
C2248,2024-06-24,False,Canada,5.0
C2249,2024-02-01,False,UK,6.0
C2250,2024-06-26,True,Canada,4.0
C2251,2025-10-14,True,Canada,4.0
C2252,2024-01-14,True,Australia,1.0
C2253,2025-04-21,False,US-East,6.0
C2254,2024-03-10,False,Australia,10.0
C2255,2025-08-24,False,US-East,5.0
C2256,2024-04-14,True,US-East,3.0
C2257,2025-07-10,False,US-East,4.0
C2258,2025-09-10,True,US-East,5.0
C2259,2025-10-13,False,US-West,5.0
C2260,2024-09-15,False,UK,10.0
C2261,2024-04-03,False,UK,4.0
C2262,2024-08-25,False,UK,3.0
C2263,2024-05-02,True,Canada,8.0
C2264,2024-03-20,False,US-East,4.0
C2265,2025-08-18,False,UK,7.0
C2266,2024-12-16,False,US-West,6.0
C2267,2024-11-10,False,US-West,1.0
C2268,2025-02-17,False,UK,4.0
C2269,2025-12-17,True,Australia,9.0
C2270,2025-07-23,True,US-East,1.0
C2271,2024-08-11,False,Australia,4.0
C2272,2025-12-23,False,Australia,7.0
C2273,2025-06-02,False,Australia,8.0
C2274,2025-04-15,False,US-West,5.0
C2275,2024-03-22,False,US-West,8.0
C2276,2025-02-19,True,UK,8.0
C2277,2025-08-09,True,US-West,3.0
C2278,2025-11-02,True,Canada,4.0
C2279,2024-09-10,True,UK,5.0
C2280,2024-11-26,True,Australia,4.0
C2281,2024-07-04,False,US-East,4.0
C2282,2024-10-26,False,UK,4.0
C2283,2024-12-14,False,Australia,10.0
C2284,2025-05-10,False,US-East,8.0
C2285,2024-02-10,True,US-East,8.0
C2286,2025-05-04,False,Canada,3.0
C2287,2024-04-10,False,Australia,5.0
C2288,2024-08-21,False,Australia,8.0
C2289,2025-08-11,False,Canada,6.0
C2290,2025-06-29,False,UK,4.0
C2291,2025-04-02,False,UK,4.0
C2292,2025-12-09,False,Australia,1.0
C2293,2024-06-08,False,Canada,1.0
C2294,2025-01-11,False,US-East,14.0
C2295,2024-02-02,True,UK,3.0
C2296,2024-03-12,True,UK,4.0
C2297,2024-08-08,False,US-East,10.0
C2298,2024-03-09,True,US-East,4.0
C2299,2024-09-23,False,UK,7.0
C2300,2025-01-08,True,UK,4.0
C2301,2024-08-24,False,UK,6.0
C2302,2025-05-09,False,US-West,4.0
C2303,2025-08-11,True,UK,9.0
C2304,2025-08-24,True,Australia,7.0
C2305,2025-07-14,False,US-West,3.0
C2306,2024-04-23,False,US-West,5.0
C2307,2024-08-16,False,Australia,4.0
C2308,2025-05-22,False,UK,5.0
C2309,2025-08-20,True,Australia,4.0
C2310,2025-06-30,True,UK,10.0
C2311,2024-05-30,False,US-East,5.0
C2312,2025-08-04,False,US-East,8.0
C2313,2024-05-31,False,UK,6.0
C2314,2025-12-22,False,US-East,3.0
C2315,2024-09-13,False,US-West,6.0
C2316,2025-08-20,False,UK,8.0
C2317,2024-10-01,False,UK,3.0
C2318,2024-06-10,False,UK,3.0
C2319,2025-08-27,False,UK,3.0
C2320,2025-02-10,False,UK,5.0
C2321,2025-10-13,True,Australia,5.0
C2322,2024-02-12,False,US-West,4.0
C2323,2025-08-31,False,Australia,4.0
C2324,2025-12-13,False,UK,6.0
C2325,2024-11-24,False,Australia,7.0
C2326,2024-08-23,False,US-West,5.0
C2327,2024-02-22,True,UK,8.0
C2328,2024-10-31,True,UK,2.0
C2329,2025-04-13,True,Canada,8.0
C2330,2025-07-25,False,US-East,3.0
C2331,2024-07-24,False,Canada,5.0
C2332,2024-06-26,False,Australia,8.0
C2333,2024-09-24,False,Canada,2.0
C2334,2025-05-08,True,Canada,4.0
C2335,2025-05-15,True,US-West,3.0
C2336,2024-01-29,True,Australia,8.0
C2337,2024-08-21,False,US-East,2.0
C2338,2025-09-29,False,US-West,9.0
C2339,2024-07-21,False,Canada,4.0
C2340,2024-11-30,True,Australia,4.0
C2341,2024-06-22,False,UK,2.0
C2342,2025-07-28,False,Australia,4.0
C2343,2025-08-17,False,UK,6.0
C2344,2025-10-31,False,Australia,6.0
C2345,2025-12-21,True,UK,8.0
C2346,2025-01-20,False,US-West,4.0
C2347,2025-12-01,True,Australia,5.0
C2348,2024-11-13,False,Canada,4.0
C2349,2025-05-26,False,Canada,6.0
C2350,2024-01-19,False,Australia,6.0
C2351,2024-05-28,False,US-West,2.0
C2352,2025-10-06,False,UK,4.0
C2353,2025-07-03,False,US-West,5.0
C2354,2024-12-10,False,UK,6.0
C2355,2025-12-11,True,Australia,2.0
C2356,2025-03-06,False,Canada,4.0
C2357,2024-12-19,False,US-West,4.0
C2358,2024-05-19,True,UK,3.0
C2359,2025-11-18,False,US-East,7.0
C2360,2024-05-25,False,US-East,11.0
C2361,2025-08-16,False,US-West,4.0
C2362,2024-08-20,True,UK,4.0
C2363,2024-02-24,False,US-East,9.0
C2364,2024-08-22,False,US-West,5.0
C2365,2025-07-17,True,Canada,4.0
C2366,2024-09-22,False,Australia,5.0
C2367,2024-05-30,True,Canada,4.0
C2368,2024-06-25,False,UK,3.0
C2369,2024-08-27,False,UK,8.0
C2370,2025-06-01,False,US-East,8.0
C2371,2024-05-14,False,US-West,4.0
C2372,2024-01-22,False,UK,4.0
C2373,2024-09-14,False,Australia,9.0
C2374,2024-01-26,True,Australia,6.0
C2375,2024-02-22,False,Canada,2.0
C2376,2024-04-26,False,UK,0.0
C2377,2024-02-04,False,US-East,6.0
C2378,2024-05-10,True,US-East,7.0
C2379,2024-05-16,False,UK,5.0
C2380,2025-09-26,False,US-West,6.0
C2381,2025-09-09,False,Australia,4.0
C2382,2025-12-11,False,Australia,4.0
C2383,2025-08-27,False,Canada,3.0
C2384,2024-12-08,True,US-East,7.0
C2385,2025-11-28,False,Canada,7.0
C2386,2024-05-13,False,UK,2.0
C2387,2025-02-13,False,US-East,4.0
C2388,2025-10-13,False,US-West,2.0
C2389,2024-03-12,False,Canada,2.0
C2390,2025-10-30,False,UK,3.0
C2391,2024-03-09,False,US-East,5.0
C2392,2024-06-10,False,UK,7.0
C2393,2025-06-21,False,US-East,3.0
C2394,2024-12-19,False,US-West,4.0
C2395,2024-04-21,False,Canada,5.0
C2396,2024-10-03,False,Australia,4.0
C2397,2025-09-22,False,UK,4.0
C2398,2025-05-31,False,US-West,7.0
C2399,2025-09-22,True,Canada,4.0
C2400,2025-02-06,True,UK,6.0
C2401,2024-08-27,False,US-West,5.0
C2402,2024-09-05,False,UK,2.0
C2403,2025-12-20,True,Canada,8.0
C2404,2025-05-23,False,UK,3.0
C2405,2024-01-23,True,US-West,7.0
C2406,2024-11-09,False,US-West,9.0
C2407,2024-07-04,False,Canada,6.0
C2408,2025-02-06,True,Australia,1.0
C2409,2024-08-30,False,US-East,8.0
C2410,2025-11-20,False,UK,11.0
C2411,2024-12-20,False,Canada,5.0
C2412,2025-08-25,False,Canada,3.0
C2413,2024-06-11,True,US-East,7.0
C2414,2024-08-16,False,Australia,3.0
C2415,2025-02-25,True,Canada,8.0
C2416,2025-04-12,True,Canada,6.0
C2417,2025-01-05,False,UK,5.0
C2418,2024-03-11,True,Canada,3.0
C2419,2025-10-03,False,US-West,5.0
C2420,2024-10-31,False,US-East,5.0
C2421,2024-01-09,True,Canada,2.0
C2422,2025-11-24,False,Australia,7.0
C2423,2025-08-03,True,US-East,5.0
C2424,2024-03-13,True,US-East,2.0
C2425,2024-05-05,True,US-West,6.0
C2426,2024-08-04,True,US-East,3.0
C2427,2024-11-26,True,UK,9.0
C2428,2025-12-27,False,Australia,4.0
C2429,2024-08-06,True,US-West,4.0
C2430,2025-05-13,True,US-East,9.0
C2431,2025-09-29,False,UK,6.0
C2432,2024-09-22,False,US-West,3.0
C2433,2025-06-09,True,US-East,6.0
C2434,2025-02-02,True,Australia,2.0
C2435,2024-02-14,False,Canada,5.0
C2436,2025-11-01,False,US-East,6.0
C2437,2025-09-08,True,US-East,4.0
C2438,2024-01-01,True,Canada,7.0
C2439,2024-03-09,True,Australia,8.0
C2440,2024-08-02,True,US-West,6.0
C2441,2024-10-30,True,US-West,7.0
C2442,2025-04-24,False,UK,6.0
C2443,2025-03-15,False,US-West,5.0
C2444,2024-04-10,False,UK,2.0
C2445,2024-08-09,False,UK,5.0
C2446,2024-12-25,False,Canada,1.0
C2447,2024-07-18,False,UK,3.0
C2448,2024-08-02,False,UK,7.0
C2449,2025-05-04,False,US-West,7.0
C2450,2025-09-10,False,Australia,8.0
C2451,2025-11-05,False,US-East,1.0
C2452,2024-01-28,True,Canada,4.0
C2453,2024-02-23,False,Canada,2.0
C2454,2024-02-01,True,Canada,4.0
C2455,2024-03-30,False,US-West,3.0
C2456,2025-01-30,False,US-West,4.0
C2457,2025-09-21,False,UK,5.0
C2458,2025-11-20,False,UK,5.0
C2459,2025-08-29,False,US-East,5.0
C2460,2024-03-29,False,US-West,2.0
C2461,2024-12-11,False,Canada,4.0
C2462,2025-11-08,False,US-East,3.0
C2463,2024-08-04,True,US-West,6.0
C2464,2024-09-12,False,Australia,4.0
C2465,2025-02-15,False,Canada,8.0
C2466,2025-07-02,False,UK,5.0
C2467,2024-09-03,False,UK,6.0
C2468,2025-11-14,False,Australia,5.0
C2469,2025-12-28,False,Canada,3.0
C2470,2024-07-04,False,US-East,5.0
C2471,2024-12-25,True,UK,5.0
C2472,2025-03-28,True,US-West,4.0
C2473,2024-10-22,False,US-West,7.0
C2474,2025-06-12,False,US-East,4.0
C2475,2024-10-20,False,Canada,9.0
C2476,2024-10-18,False,Australia,6.0
C2477,2024-11-25,False,UK,3.0
C2478,2024-05-03,False,US-East,9.0
C2479,2025-09-10,False,US-West,4.0
C2480,2025-09-12,False,Australia,5.0
C2481,2024-09-08,False,Canada,8.0
C2482,2024-03-25,False,Canada,2.0
C2483,2024-06-19,False,US-East,3.0
C2484,2024-10-17,False,US-East,7.0
C2485,2024-07-20,False,Canada,5.0
C2486,2024-08-30,True,Canada,5.0
C2487,2024-11-01,False,US-West,7.0
C2488,2025-08-29,False,UK,4.0
C2489,2025-05-06,False,US-East,2.0
C2490,2025-08-12,True,US-East,5.0
C2491,2024-06-06,False,US-East,5.0
C2492,2024-11-23,True,US-East,3.0
C2493,2024-06-06,False,Canada,2.0
C2494,2024-09-01,False,Australia,2.0
C2495,2024-04-08,False,Canada,10.0
C2496,2025-01-23,False,UK,6.0
C2497,2025-10-15,False,Australia,5.0
C2498,2024-06-19,False,Canada,7.0
C2499,2025-02-01,True,Australia,7.0
C2500,2024-03-17,False,US-West,3.0
C2501,2025-04-20,False,Australia,9.0
C2502,2024-07-02,True,US-West,6.0
C2503,2024-05-31,False,US-East,8.0
C2504,2025-05-16,False,Australia,7.0
C2505,2025-02-13,True,Canada,4.0
C2506,2025-02-15,False,UK,3.0
C2507,2024-08-24,True,US-East,3.0
C2508,2025-11-18,False,Canada,2.0
C2509,2025-11-28,False,US-East,6.0
C2510,2024-04-09,False,US-East,5.0
C2511,2024-04-26,False,US-West,2.0
C2512,2025-12-12,True,US-East,6.0
C2513,2025-03-12,False,UK,8.0
C2514,2024-11-10,False,US-West,3.0
C2515,2025-10-26,False,Australia,3.0
C2516,2025-12-05,False,US-East,5.0
C2517,2025-02-07,False,Australia,3.0
C2518,2024-04-28,False,Canada,3.0
C2519,2025-01-07,True,US-West,2.0
C2520,2025-05-01,True,US-East,2.0
C2521,2024-10-20,True,US-East,6.0
C2522,2025-03-06,False,Australia,8.0
C2523,2024-06-12,False,UK,4.0
C2524,2024-07-29,False,US-West,7.0
C2525,2024-07-14,True,UK,4.0
C2526,2025-09-06,False,Canada,8.0
C2527,2025-09-05,False,Australia,9.0
C2528,2025-03-23,True,Canada,2.0
C2529,2024-07-12,False,US-West,1.0
C2530,2025-07-24,False,US-West,6.0
C2531,2025-04-08,False,UK,4.0
C2532,2024-06-24,True,Canada,3.0
C2533,2025-12-15,False,US-West,7.0
C2534,2025-06-27,True,Canada,4.0
C2535,2024-09-24,False,UK,5.0
C2536,2025-02-01,False,Australia,6.0
C2537,2024-11-26,True,US-East,6.0
C2538,2025-09-12,True,Australia,4.0
C2539,2025-06-14,True,UK,8.0
C2540,2025-04-14,False,Canada,2.0
C2541,2025-04-17,True,Australia,5.0
C2542,2025-05-14,False,US-East,4.0
C2543,2024-07-20,True,US-East,10.0
C2544,2025-05-21,True,Canada,4.0
C2545,2025-07-20,False,US-East,5.0
C2546,2024-11-05,False,US-West,5.0
C2547,2025-04-15,True,UK,4.0
C2548,2024-12-25,True,US-East,5.0
C2549,2024-10-28,False,US-East,5.0
C2550,2025-06-26,False,US-East,3.0
C2551,2024-07-05,False,US-East,5.0
C2552,2024-08-17,False,UK,2.0
C2553,2024-10-02,False,Canada,5.0
C2554,2024-05-13,True,Australia,4.0
C2555,2025-07-13,False,US-East,8.0
C2556,2024-07-24,True,UK,1.0
C2557,2025-10-24,False,US-West,6.0
C2558,2024-07-28,False,Canada,6.0
C2559,2024-12-19,False,US-East,5.0
C2560,2024-12-05,False,US-East,8.0
C2561,2025-09-10,True,US-West,7.0
C2562,2025-04-01,True,Australia,3.0
C2563,2024-11-03,False,UK,4.0
C2564,2025-05-30,False,US-East,3.0
C2565,2024-07-13,False,UK,3.0
C2566,2025-05-19,True,US-West,4.0
C2567,2025-06-28,False,US-West,9.0
C2568,2025-02-06,False,US-West,4.0
C2569,2024-07-26,True,US-East,6.0
C2570,2024-06-14,False,US-East,3.0
C2571,2024-03-09,False,Canada,3.0
C2572,2025-07-17,False,Australia,5.0
C2573,2024-03-13,False,Australia,8.0
C2574,2024-10-18,False,US-East,8.0
C2575,2024-02-11,True,Australia,3.0
C2576,2024-06-19,False,US-West,5.0
C2577,2024-03-10,False,UK,4.0
C2578,2024-07-21,True,Canada,12.0
C2579,2024-08-03,False,US-East,5.0
C2580,2025-10-04,False,Australia,6.0
C2581,2025-05-08,False,Canada,3.0
C2582,2025-05-12,False,Australia,3.0
C2583,2025-03-07,False,UK,5.0
C2584,2024-09-15,False,US-West,4.0
C2585,2024-11-12,False,Canada,8.0
C2586,2025-12-02,False,Australia,7.0
C2587,2024-01-07,True,US-West,4.0
C2588,2025-02-19,False,UK,6.0
C2589,2024-09-11,False,Australia,5.0
C2590,2024-06-04,False,Australia,2.0
C2591,2025-04-23,True,UK,4.0
C2592,2024-05-02,False,UK,7.0
C2593,2024-07-30,True,US-West,3.0
C2594,2024-02-16,False,US-West,4.0
C2595,2025-05-31,False,US-East,6.0
C2596,2025-11-10,True,Australia,8.0
C2597,2025-12-14,False,UK,4.0
C2598,2024-10-22,True,Australia,5.0
C2599,2025-08-22,False,US-West,9.0
C2600,2024-01-16,False,Canada,9.0
C2601,2024-02-18,False,Canada,5.0
C2602,2025-06-25,False,US-West,5.0
C2603,2024-06-09,True,Canada,2.0
C2604,2025-03-09,False,US-West,12.0
C2605,2024-05-18,True,US-West,8.0
C2606,2024-01-29,False,Canada,4.0
C2607,2024-12-30,False,Canada,7.0
C2608,2025-05-08,False,US-West,6.0
C2609,2025-11-25,True,UK,3.0
C2610,2025-10-18,False,US-West,7.0
C2611,2025-12-22,False,US-West,3.0
C2612,2024-04-18,False,US-East,4.0
C2613,2024-01-28,False,UK,6.0
C2614,2024-03-13,True,US-West,4.0
C2615,2025-07-13,True,US-West,5.0
C2616,2024-06-12,True,Australia,9.0
C2617,2025-10-07,True,UK,4.0
C2618,2024-08-12,True,Australia,6.0
C2619,2024-09-11,False,UK,2.0
C2620,2024-03-17,True,US-West,5.0
C2621,2025-03-25,True,US-West,6.0
C2622,2024-08-02,True,UK,4.0
C2623,2025-04-14,True,US-West,5.0
C2624,2025-07-17,False,Canada,6.0
C2625,2025-03-09,False,UK,7.0
C2626,2024-09-22,True,US-East,5.0
C2627,2025-05-13,False,US-West,10.0
C2628,2024-08-27,False,US-East,6.0
C2629,2025-11-24,True,US-East,5.0
C2630,2024-05-02,True,US-East,3.0
C2631,2025-04-11,False,US-West,1.0
C2632,2025-04-04,False,Australia,0.0
C2633,2025-11-24,False,Australia,9.0
C2634,2025-12-29,False,UK,4.0
C2635,2025-10-07,True,US-West,8.0
C2636,2025-12-22,False,US-West,4.0
C2637,2024-05-16,True,UK,7.0
C2638,2025-03-11,False,Canada,8.0
C2639,2025-08-20,False,US-West,7.0
C2640,2025-09-29,True,Canada,4.0
C2641,2025-06-19,False,US-East,9.0
C2642,2024-09-30,True,Australia,3.0
C2643,2024-11-25,False,US-East,2.0
C2644,2024-07-30,False,Australia,3.0
C2645,2024-05-22,False,Canada,4.0
C2646,2025-12-26,False,Canada,8.0
C2647,2024-12-14,False,Australia,4.0
C2648,2025-01-28,True,Australia,6.0
C2649,2024-09-27,False,US-East,3.0
C2650,2024-10-19,True,US-West,4.0
C2651,2025-04-10,False,US-West,10.0
C2652,2025-05-23,False,US-East,4.0
C2653,2025-03-06,False,Canada,5.0
C2654,2024-12-01,True,Australia,7.0
C2655,2025-01-11,True,US-West,4.0
C2656,2024-11-11,False,Australia,7.0
C2657,2024-07-24,False,US-West,8.0
C2658,2024-03-04,True,Australia,5.0
C2659,2024-01-17,False,US-East,3.0
C2660,2025-08-13,True,Australia,5.0
C2661,2024-10-24,True,Canada,4.0
C2662,2025-09-14,False,Australia,4.0
C2663,2024-04-30,False,UK,1.0
C2664,2024-01-21,True,Australia,4.0
C2665,2024-01-28,False,US-East,3.0
C2666,2025-01-02,False,UK,3.0
C2667,2024-02-01,True,UK,4.0
C2668,2025-06-16,True,Australia,4.0
C2669,2024-05-04,False,Australia,8.0
C2670,2025-06-13,False,US-East,5.0
C2671,2025-03-23,False,Australia,4.0
C2672,2025-02-22,False,US-West,7.0
C2673,2024-10-24,True,Australia,4.0
C2674,2024-04-04,False,US-West,4.0
C2675,2025-12-27,False,UK,4.0
C2676,2024-12-28,False,US-West,5.0
C2677,2025-07-13,True,US-East,5.0
C2678,2024-05-28,False,Australia,4.0
C2679,2024-01-25,False,UK,11.0
C2680,2025-08-23,False,Canada,5.0
C2681,2024-05-24,True,UK,5.0
C2682,2024-08-12,False,US-West,6.0
C2683,2025-07-17,False,US-East,4.0
C2684,2025-12-10,False,Australia,5.0
C2685,2024-06-18,False,Australia,3.0
